,imdbid,title,year,rating,estimated budget,world gross
8958,3120280,Sierra Burgess Is a Loser,2018,5.8,,
8959,8020896,An Elephant Sitting Still,2018,7.8,"$32,556","$39,599"
8960,6217306,Apostle,2018,6.3,,
8961,1213641,First Man,2018,7.3,"$59,000,000 (estimated)","$105,713,218"
8962,1502407,Halloween,2018,6.5,"$10,000,000 (estimated)","$259,939,835"
8963,5177088,The Girl in the Spider's Web,2018,6.1,"$43,000,000 (estimated)","$35,164,920"
8964,1620680,A Wrinkle in Time,2018,4.2,"$100,000,000 (estimated)","$132,675,864"
8965,6998518,Mandy,2018,6.5,"$6,000,000 (estimated)","$1,653,784"
8966,1727824,Bohemian Rhapsody,2018,7.9,"$52,000,000 (estimated)","$910,809,311"
8967,1034415,Suspiria,2018,6.7,"$20,000,000 (estimated)","$7,942,093"
8968,7668870,Searching,2018,7.6,"$880,000 (estimated)","$75,462,037"
8969,7534068,The Trouble with You,2018,6.2,"€8,000,000 (estimated)","$6,795,812"
8970,6857166,Book Club,2018,6.1,"$10,000,000 (estimated)","$104,438,188"
8971,7527538,Jefe,2018,5.5,"$10,000,000 (estimated)","$104,438,188"
8972,4633694,Spider-Man: Into the Spider-Verse,2018,8.4,"$90,000,000 (estimated)","$384,256,930"
8973,4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,6.5,"$200,000,000 (estimated)","$654,855,901"
8974,4595882,Can You Ever Forgive Me?,2018,7.1,"$10,000,000 (estimated)","$12,442,161"
8975,4652650,Please Stand By,2017,6.7,"$9,868","$406,732"
8976,5083738,The Favourite,2018,7.5,"$15,000,000 (estimated)","$95,918,706"
8977,4218572,Widows,2018,6.8,"$42,000,000 (estimated)","$75,984,700"
8978,5848272,Ralph Breaks the Internet,2018,7.0,"$175,000,000 (estimated)","$529,323,962"
8979,5057140,Hold the Dark,2018,5.6,,
8980,1477834,Aquaman,2018,6.8,"$160,000,000 (estimated)","$1,148,528,393"
8981,6412452,The Ballad of Buster Scruggs,2018,7.3,,
8982,5580266,The Hate U Give,2018,7.5,"$23,000,000 (estimated)","$34,934,009"
8983,5613484,Mid90s,2018,7.3,"$1,700,000 (estimated)","$9,303,022"
8984,7365604,Dog Days,2018,6.2,"$10,000,000 (estimated)","$6,842,356"
8985,6966692,Green Book,2018,8.2,"$23,000,000 (estimated)","$321,752,656"
8986,4878482,Dumplin',2018,6.5,"$23,000,000 (estimated)","$321,752,656"
8987,5861756,Bella Ciao!,2018,6.1,,
8988,6343314,Creed II,2018,7.1,"$50,000,000 (estimated)","$214,215,889"
8989,5085924,Wildling,2018,5.5,"$50,000,000 (estimated)","$214,215,889"
8990,5437928,Colette,2018,6.7,"$5,137,622","$14,273,033"
8991,6155172,Roma,2018,7.7,"$5,137,622","$14,273,033"
8992,1571234,Mortal Engines,2018,6.1,"$100,000,000 (estimated)","$83,869,818"
8993,2328900,Mary Queen of Scots,2018,6.3,"$25,000,000 (estimated)","$46,712,809"
8994,2737304,Bird Box,2018,6.6,,
8995,5028340,Mary Poppins Returns,2018,6.7,"$130,000,000 (estimated)","$349,546,142"
8996,6266538,Vice,2018,7.2,"$60,000,000 (estimated)","$76,073,488"
8997,2837574,The Old Man & the Gun,2018,6.7,"$11,277,120","$17,860,397"
8998,7545566,Skate Kitchen,2018,6.8,"$236,799","$287,307"
8999,7775622,Free Solo,2018,8.1,"$17,541,090","$29,390,279"
9000,1563742,Overboard,2018,6.0,"$12,000,000 (estimated)","$91,244,913"
9001,4701182,Bumblebee,2018,6.7,"$135,000,000 (estimated)","$467,989,645"
9002,4669788,On the Basis of Sex,2018,7.1,"$20,000,000 (estimated)","$38,755,900"
9003,7125860,If Beale Street Could Talk,2018,7.1,"$12,000,000 (estimated)","$20,596,567"
9004,6543652,Cold War,2018,7.5,"€4,300,000 (estimated)","$20,346,993"
9005,7545524,Ben Is Back,2018,6.7,"$13,000,000 (estimated)","$10,134,204"
9006,8286894,Rafiki,2018,6.8,"$137,968","$181,316"
9007,6169920,L'animale,2018,6.6,,
9008,6257174,The Miseducation of Cameron Post,2018,6.6,"$904,703","$1,474,577"
9009,3458510,Dude,2018,5.1,,
9010,8075192,Shoplifters,2018,7.9,"$3,313,513","$67,999,335"
9011,6776106,And Breathe Normally,2018,6.9,"$3,313,513","$67,999,335"
9012,4971344,The Sisters Brothers,2018,6.9,"$38,000,000 (estimated)","$13,143,056"
9013,3385524,Stan & Ollie,2018,7.2,"$10,000,000 (estimated)","$24,420,923"
9014,7959026,The Mule,2018,7.0,"$50,000,000 (estimated)","$174,804,407"
9015,6061074,First Match,2018,6.4,,
9016,8361028,Cam,2018,5.9,,
9017,3525168,Dead in a Week Or Your Money Back,2018,6.2,,
9018,5523010,The Nutcracker and the Four Realms,2018,5.6,"$120,000,000 (estimated)","$173,961,069"
9019,2368254,A Private War,2018,6.7,"$18,800,000 (estimated)","$3,915,207"
9020,5427194,The Miracle Season,2018,6.5,"$10,230,620","$10,230,620"
9021,6205872,Assassination Nation,2018,6.0,"$7,000,000 (estimated)","$2,584,988"
9022,2639336,Greta,2018,6.0,"$10,532,219","$18,653,107"
9023,7231342,The Fall of the American Empire,2018,6.9,"CA$6,900,000 (estimated)","$4,110,928"
9024,7401588,Instant Family,2018,7.3,"$48,000,000 (estimated)","$120,989,656"
9025,5960374,Vox Lux,2018,5.8,"$727,119","$1,444,547"
9026,6485304,Quién te cantará,2018,6.9,"$727,119","$1,444,547"
9027,4532826,Robin Hood,2018,5.3,"$100,000,000 (estimated)","$86,493,046"
9028,6842126,Don't Leave Home,2018,5.0,,
9029,6140148,Bullitt County,2018,4.7,"$11,257","$11,257"
9030,6987770,Destination Wedding,2018,6.0,"$11,257","$11,257"
9031,4042818,The Death & Life of John F. Donovan,2018,6.1,"$35,000,000 (estimated)","$3,326,364"
9032,7137380,Destroyer,2018,6.2,"$9,000,000 (estimated)","$5,580,940"
9033,8327492,Tito and the Birds,2018,6.7,"$4,332","$4,332"
9034,8717590,My Little Pony Equestria Girls: Rollercoaster of Friendship,2018,6.6,,
9035,7074886,The Front Runner,2018,6.1,"$2,000,105","$3,242,235"
9036,5117428,Wild Rose,2018,7.1,"$1,635,117","$7,123,449"
9037,7905466,They Shall Not Grow Old,2018,8.2,"$17,956,913","$20,502,132"
9038,7250378,Say My Name,2018,5.9,,
9039,5639446,Jonathan,2018,5.9,"$2,100,000 (estimated)","$41,558"
9040,8108198,Andhadhun,2018,8.2,"$4,500,000 (estimated)","$62,475,342"
9041,1259528,Den of Thieves,2018,7.0,"$30,000,000 (estimated)","$80,509,622"
9042,7689958,Jane Fonda in Five Acts,2018,7.9,,
9043,7335184,You,2018–2024,7.7,,
9044,7098658,Raazi,2018,7.7,"₹300,000,000 (estimated)","$1,812,763"
9045,8900098,Unremember,2018,7.2,,
9046,8457260,It's a Beautiful Day,2018,6.6,,
9047,7237666,The Honor List,2018,5.4,,
9048,8287690,Genesis,2018,6.9,"CA$2,500,000 (estimated)","$13,856"
9049,6975598,Deep Murder,2019,4.1,,
9050,7134690,I Like Me,2018,3.8,,
9051,4867110,Swiped,2018,2.8,,
9052,7636672,Float Like a Butterfly,2018,5.9,,
9053,3208026,Black '47,2018,6.8,"$57,520","$2,073,063"
9054,6859352,Support the Girls,2018,6.4,"$129,124","$139,550"
9055,5314190,Sgt. Stubby: An American Hero,2018,6.9,"$25,000,000 (estimated)","$4,932,694"
9056,7008872,Boy Erased,2018,6.9,"$11,000,000 (estimated)","$11,853,081"
9057,6510332,McQueen,2018,7.7,"$1,257,275","$2,739,246"
9058,6628394,Bad Times at the El Royale,2018,7.1,"$32,000,000 (estimated)","$31,882,724"
9059,2126357,Second Act,2018,5.8,"$16,000,000 (estimated)","$72,294,066"
9060,4477536,Fifty Shades Freed,2018,4.5,"$55,000,000 (estimated)","$371,985,018"
9061,4669296,Lords of Chaos,2018,6.6,"$253,184","$365,353"
9062,3289724,Welcome to Marwen,2018,6.2,"$39,000,000 (estimated)","$13,061,491"
9063,6781982,Night School,2018,5.6,"$29,000,000 (estimated)","$103,105,878"
9064,2690226,The Chaperone,2018,6.6,"$600,654","$1,541,223"
9065,7464188,In Fabric,2018,6.2,"$600,654","$1,541,223"
9066,8633950,Invisibles,2018,6.6,"$600,654","$1,541,223"
9067,7212726,Simmba,2018,5.5,"₹1,390,000,000 (estimated)","$51,329,472"
9068,1308728,The Happytime Murders,2018,5.4,"$40,000,000 (estimated)","$27,506,452"
9069,6678876,Half Brother,2018,5.9,,
9070,7317324,Egg,2018,5.1,,
9071,8331988,The Chambermaid,2018,7.0,"$86,422","$166,203"
9072,6404896,Constantine: City of Demons,2018–2019,7.5,,
9073,3294746,The Public,2018,6.6,"$573,503","$644,740"
9074,8479120,Agapornis,2018,,"$573,503","$644,740"
9075,5936578,Saints Rest,2018,5.3,,
9076,6063050,Acrimony,2018,5.9,"$20,000,000 (estimated)","$46,403,669"
9077,10174382,Happy Hour,,7.6,"$20,000,000 (estimated)","$46,403,669"
9078,5001754,Braven,2018,5.9,"$5,000,000 (estimated)","$854,319"
9079,5952138,We Have Always Lived in the Castle,2018,5.6,"$5,000,000 (estimated)","$854,319"
9080,5322168,Snapshots,2018,7.0,"$5,000,000 (estimated)","$854,319"
9081,6204018,Ted - Show Me Love,2018,7.0,,
9082,4357394,Tau,2018,5.8,,
9083,6164698,The Heart,2018,5.6,,
9084,7791048,Innan vintern kommer,2018,4.3,,
9085,6889032,The Cake General,2018,6.8,,
9086,7893992,Amateurs,2018,6.0,,
9087,6258766,The Real Estate,2018,5.3,,
9088,6708044,The Tribe,2018,5.8,"€3,500,000 (estimated)","$7,318,071"
9089,5690810,Ophelia,2018,6.5,"$12,000,000 (estimated)","$338,940"
9090,2709692,The Grinch,2018,6.4,"$75,000,000 (estimated)","$526,760,632"
9091,6857988,I Am Not an Easy Man,2018,6.3,,
9092,6927152,Rampant,2018,6.3,"$167,937","$12,359,573"
9093,8359848,Climax,2018,6.9,"€2,600,000 (estimated)","$1,696,269"
9094,5980638,The Transcendents,2018,5.7,"$90,000 (estimated)","$2,041"
9095,7755856,Banana Split,2018,6.2,,
9096,6522668,Diamantino,2018,6.3,"$70,088","$235,041"
9097,8267604,Capernaum,2018,8.4,"$4,000,000 (estimated)","$64,417,003"
9098,7785128,Non Non Biyori: The Movie - Vacation,2018,7.5,,
9099,6081670,Possum,2018,5.8,,
9100,4003440,The House That Jack Built,2018,6.8,"€8,700,000 (estimated)","$3,081,913"
9101,8954732,The Princess Switch,2018,6.1,,
9102,4006302,Level 16,2018,6.1,,
9103,8031422,The Last Sharknado: It's About Time,2018,3.5,,
9104,7543930,In Safe Hands,2018,7.2,"$1,737","$7,086,596"
9105,7241926,Tell It to the Bees,2018,6.4,"$1,737","$7,086,596"
9106,5291792,Furlough,2018,5.4,"$3,000,000 (estimated)","$8,472"
9107,2069797,Delirium,2018,5.7,,
9108,7838252,K.G.F: Chapter 1,2018,8.2,"₹800,000,000 (estimated)","$6,421,597"
9109,6466058,Ask for Jane,2018,5.8,,
9110,6499752,Upgrade,2018,7.5,"$5,000,000 (estimated)","$16,706,680"
9111,7086706,Deep Blue Sea 2,2018,3.4,,
9112,7262882,Master Z: The Ip Man Legacy,2018,6.5,"$209,454","$21,832,649"
9113,5397194,Anon,2018,6.1,"$20,000,000 (estimated)","$1,197,741"
9114,6728096,The Breaker Upperers,2018,5.9,"$20,000,000 (estimated)","$1,197,741"
9115,7745956,She-Ra and the Princesses of Power,2018–2020,8.0,,
9116,11791228,"Fortnite: Battle, Build, Survive!",2018,5.0,,
9117,6435258,Bethany Hamilton: Unstoppable,2018,7.4,"$590,671","$666,178"
9118,7225144,Bearkittens,2018,5.8,"$590,671","$666,178"
9119,6342316,Undertow,2018,5.1,"$590,671","$666,178"
9120,7468616,The Boat,2018,5.7,"$5,000,000 (estimated)","$98,559"
9121,7073710,What Keeps You Alive,2018,5.7,"$5,000,000 (estimated)","$98,559"
9122,6010628,Zoe,2018,6.1,"$5,000,000 (estimated)","$98,559"
9123,5511582,Timeless,2016–2018,7.6,,
9124,6908274,Mirage,2018,7.4,,
9125,7689052,Daphne & Velma,2018,4.1,,
9126,1285009,The Strangers: Prey at Night,2018,5.2,"$5,000,000 (estimated)","$31,039,126"
9127,8001346,Asterix: The Secret of the Magic Potion,2018,6.7,"€30,000,000 (estimated)","$47,863,616"
9128,5176580,Wild Nights with Emily,2018,6.2,"$519,487","$523,982"
9129,3322314,Luke Cage,2016–2018,7.3,,
9130,2296777,Sherlock Gnomes,2018,5.2,"$59,000,000 (estimated)","$90,497,778"
9131,7133686,Next Gen,2018,6.6,"CN¥150,000,000 (estimated)","$2,379,961"
9132,7236034,I Want to Eat Your Pancreas,2018,8.0,"$277,019","$33,748,006"
9133,5160938,Lizzie,2018,5.9,"$642,157","$844,786"
9134,5989218,Life Itself,2018,6.9,"$10,000,000 (estimated)","$7,997,774"
9135,7167658,The Death of Superman,2018,7.3,"$10,000,000 (estimated)","$7,997,774"
9136,5208252,Operation Finale,2018,6.6,"$24,000,000 (estimated)","$17,612,099"
9137,8760724,Death Toilet,2018,5.3,"$24,000,000 (estimated)","$17,612,099"
9138,1235187,Where Hands Touch,2018,6.5,"$67,743","$128,269"
9139,1759744,Charlie Says,2018,5.9,"$40,685","$98,240"
9140,8010544,Persona 5: The Animation,2018–2019,6.6,,
9141,6418778,Fast Color,2018,6.1,"$76,916","$76,916"
9142,5847768,The Tower,2018,7.1,"$76,916","$76,916"
9143,1226837,Beautiful Boy,2018,7.3,"$25,000,000 (estimated)","$31,711,319"
9144,8332772,Hanalei Bay,2018,6.1,"$1,000,000 (estimated)","$33,076"
9145,5834262,Hotel Artemis,2018,6.1,"$15,000,000 (estimated)","$13,313,581"
9146,8179388,Rim of the World,2019,5.2,,
9147,2386490,How to Train Your Dragon: The Hidden World,2019,7.4,"$129,000,000 (estimated)","$524,580,592"
9148,9358120,We Are Little Zombies,2019,6.8,,
9149,6811018,The Kid Who Would Be King,2019,6.1,"$59,000,000 (estimated)","$32,140,970"
9150,4139588,Polar,2019,6.3,,
9151,5316540,Close,2019,5.7,,
9152,6476140,Serenity,2019,5.4,"$25,000,000 (estimated)","$14,454,622"
9153,6078866,Soni,2018,7.1,"$25,000,000 (estimated)","$14,454,622"
9154,6857112,Us,2019,6.8,"$20,000,000 (estimated)","$256,067,149"
9155,5719748,Cold Pursuit,2019,6.2,"$60,000,000 (estimated)","$76,419,755"
9156,7605074,The Wandering Earth,2019,5.9,"$48,000,000 (estimated)","$699,992,512"
9157,0437086,Alita: Battle Angel,2019,7.3,"$170,000,000 (estimated)","$404,980,543"
9158,3513498,The Lego Movie 2: The Second Part,2019,6.6,"$99,000,000 (estimated)","$199,603,202"
9159,9109492,American Woman,2019,5.1,,
9160,7458762,The Wolf's Call,2019,6.9,,
9161,2452244,Isn't It Romantic,2019,5.9,"$31,000,000 (estimated)","$48,791,187"
9162,4154664,Captain Marvel,2019,6.8,"$160,000,000 (estimated)","$1,131,416,446"
9163,6513120,Fighting with My Family,2019,7.1,"$11,000,000 (estimated)","$41,503,392"
9164,8155288,Happy Death Day 2U,2019,6.2,"$9,000,000 (estimated)","$64,600,152"
9165,1488606,Triple Frontier,2019,6.4,"$9,000,000 (estimated)","$64,600,152"
9166,0448115,Shazam!,2019,7.0,"$100,000,000 (estimated)","$367,799,011"
9167,2395469,Gully Boy,2019,7.9,"$5,566,534","$28,299,498"
9168,8734872,My Little Pony: Equestria Girls: Spring Breakdown,2019,6.6,,
9169,8075260,Someone Great,2019,6.1,,
9170,9670282,Zoombies 2,2019,3.5,,
9171,4154796,Avengers: Endgame,2019,8.4,"$356,000,000 (estimated)","$2,799,439,100"
9172,4913966,The Curse of La Llorona,2019,5.2,"$9,000,000 (estimated)","$123,133,739"
9173,8858104,Guava Island,2019,6.6,,
9174,7315484,The Silence,2019,5.3,,
9175,5941692,Miss Bala,2019,5.8,"$15,000,000 (estimated)","$15,383,580"
9176,5884052,Pokémon: Detective Pikachu,2019,6.5,"$150,000,000 (estimated)","$449,762,638"
9177,1298644,The Hustle,2019,5.4,"$21,000,000 (estimated)","$97,409,779"
9178,9024106,Unplanned,2019,5.5,"$6,000,000 (estimated)","$21,515,607"
9179,8169446,Wine Country,2019,5.5,,
9180,1489887,Booksmart,2019,7.1,"$6,000,000 (estimated)","$24,959,607"
9181,6139732,Aladdin,2019,6.9,"$183,000,000 (estimated)","$1,054,304,000"
9182,8323104,Nancy Drew and the Hidden Staircase,2019,5.7,"$623,088","$623,088"
9183,6146586,John Wick: Chapter 3 - Parabellum,2019,7.4,"$75,000,000 (estimated)","$328,349,387"
9184,7958736,Ma,2019,5.6,"$5,000,000 (estimated)","$61,220,856"
9185,7374948,Always Be My Maybe,2019,6.8,,
9186,6565702,X-Men: Dark Phoenix,2019,5.7,"$200,000,000 (estimated)","$252,442,974"
9187,8201170,The Perfect Date,2019,5.8,,
9188,6107548,Late Night,2019,6.5,"$4,000,000 (estimated)","$22,386,555"
9189,7752126,Brightburn,2019,6.1,"$6,000,000 (estimated)","$33,224,654"
9190,3741700,Godzilla: King of the Monsters,2019,6.0,"$170,000,000 (estimated)","$386,600,138"
9191,6292852,I Am Mother,2019,6.7,"$170,000,000 (estimated)","$386,600,138"
9192,6751668,Parasite,2019,8.5,"$11,400,000 (estimated)","$262,676,096"
9193,1979376,Toy Story 4,2019,7.7,"$200,000,000 (estimated)","$1,073,841,394"
9194,8350360,Annabelle Comes Home,2019,5.9,"$30,000,000 (estimated)","$231,252,591"
9195,9075008,Effigy: Poison and the City,2019,7.0,"$30,000,000 (estimated)","$231,252,591"
9196,10324144,Article 15,2019,8.1,"$30,000,000 (estimated)","$231,252,591"
9197,6590856,Pause,2018,6.6,"$30,000,000 (estimated)","$231,252,591"
9198,6320628,Spider-Man: Far from Home,2019,7.4,"$160,000,000 (estimated)","$1,131,927,996"
9199,8772262,Midsommar,2019,7.1,"$9,000,000 (estimated)","$48,058,176"
9200,7456310,Anna,2019,6.6,"€30,690,000 (estimated)","$31,626,978"
9201,6105098,The Lion King,2019,6.8,"$260,000,000 (estimated)","$1,663,075,401"
9202,8364368,Crawl,2019,6.1,"$13,500,000 (estimated)","$91,542,097"
9203,7131622,Once Upon a Time in Hollywood,2019,7.6,"$90,000,000 (estimated)","$377,617,598"
9204,8484012,Sword of Trust,2019,6.3,"$322,421","$323,369"
9205,8637428,The Farewell,2019,7.5,"$17,695,781","$23,076,657"
9206,6806448,Fast & Furious Presents: Hobbs & Shaw,2019,6.5,"$200,000,000 (estimated)","$760,732,926"
9207,4426738,Animals,2019,6.1,"$200,000,000 (estimated)","$760,732,926"
9208,6472976,Five Feet Apart,2019,7.2,"$7,000,000 (estimated)","$92,559,910"
9209,7979492,Kim Possible,2019,3.7,,
9210,1478839,The Art of Racing in the Rain,2019,7.5,"$18,000,000 (estimated)","$33,766,787"
9211,8022928,Descendants 3,2019,6.4,,
9212,0837563,Pet Sematary,2019,5.7,"$21,000,000 (estimated)","$113,118,226"
9213,3361792,Tolkien,2019,6.8,"$20,000,000 (estimated)","$9,090,040"
9214,8743064,See You Yesterday,2019,5.2,,
9215,8169552,Monica and Friends: Bonds,2019,7.1,,
9216,2365580,"Where'd You Go, Bernadette",2019,6.5,"$20,000,000 (estimated)","$11,025,353"
9217,6450804,Terminator: Dark Fate,2019,6.2,"$185,000,000 (estimated)","$261,119,292"
9218,7671064,Brittany Runs a Marathon,2019,6.8,"$7,189,808","$7,442,106"
9219,7547410,Dora and the Lost City of Gold,2019,6.1,"$49,000,000 (estimated)","$120,597,108"
9220,8499102,Jawline,2019,6.1,,
9221,10515852,Steven Universe: The Movie,2019,7.7,,
9222,7711764,Pentagram,2019,2.7,,
9223,9252508,Tall Girl,2019,5.2,,
9224,2935510,Ad Astra,2019,6.5,"$90,000,000 (estimated)","$127,461,872"
9225,2762506,Bacurau,2019,7.3,"R$7,700,000 (estimated)","$3,554,178"
9226,7798634,Ready or Not,2019,6.8,"$6,000,000 (estimated)","$57,615,777"
9227,4682804,Lucy in the Sky,2019,4.9,"$319,976","$481,707"
9228,7286456,Joker,2019,8.4,"$55,000,000 (estimated)","$1,074,458,282"
9229,9239816,Canceled,2019,,,
9230,6398184,Downton Abbey,2019,7.4,"$13,000,000 (estimated)","$194,694,725"
9231,3387520,Scary Stories to Tell in the Dark,2019,6.2,"$25,000,000 (estimated)","$104,545,505"
9232,1025100,Gemini Man,2019,5.7,"$138,000,000 (estimated)","$173,469,516"
9233,1950186,Ford v Ferrari,2019,8.1,"$97,600,000 (estimated)","$225,508,210"
9234,5503686,Hustlers,2019,6.3,"$20,000,000 (estimated)","$157,563,598"
9235,4777008,Maleficent: Mistress of Evil,2019,6.6,"$185,000,000 (estimated)","$491,730,089"
9236,5865326,The Laundromat,2019,6.3,,
9237,7984766,The King,2019,7.3,,
9238,8613070,Portrait of a Lady on Fire,2019,8.1,"$3,759,854","$10,019,521"
9239,8367814,The Gentlemen,2019,7.8,"$22,000,000 (estimated)","$115,171,795"
9240,7634968,What Men Want,2019,5.3,"$20,000,000 (estimated)","$72,216,294"
9241,4126476,After,2019,5.3,"$14,000,000 (estimated)","$69,497,587"
9242,6324278,Abominable,2019,7.0,"$75,000,000 (estimated)","$190,304,772"
9243,4648786,Harriet,2019,6.7,"$17,000,000 (estimated)","$43,347,017"
9244,7653254,Marriage Story,2019,7.9,"$18,600,000 (estimated)","$333,686"
9245,7984734,The Lighthouse,2019,7.4,"$11,000,000 (estimated)","$18,129,854"
9246,7349950,It Chapter Two,2019,6.5,"$79,000,000 (estimated)","$473,122,525"
9247,8623904,Last Christmas,2019,6.5,"$25,000,000 (estimated)","$123,446,172"
9248,7616148,Luce,2019,6.6,"$2,010,613","$2,268,204"
9249,4729430,Klaus,2019,8.2,"$2,010,613","$2,268,204"
9250,10060094,The Knight Before Christmas,2019,5.6,,
9251,2584384,Jojo Rabbit,2019,7.9,"$14,000,000 (estimated)","$93,757,609"
9252,6924650,Midway,2019,6.7,"$100,000,000 (estimated)","$127,420,861"
9253,5033998,Charlie's Angels,2019,4.9,"$48,000,000 (estimated)","$73,279,888"
9254,8946378,Knives Out,2019,7.9,"$40,000,000 (estimated)","$312,897,920"
9255,0385887,Motherless Brooklyn,2019,6.8,"$26,000,000 (estimated)","$18,477,736"
9256,3224458,A Beautiful Day in the Neighborhood,2019,7.2,"$25,000,000 (estimated)","$67,925,733"
9257,7311036,Clementine,2019,5.1,,
9258,8722346,Queen & Slim,2019,7.1,"$18,000,000 (estimated)","$47,833,895"
9259,5606664,Doctor Sleep,2019,7.3,"$45,000,000 (estimated)","$72,381,712"
9260,1302006,The Irishman,2019,7.8,"$159,000,000 (estimated)","$968,853"
9261,4520988,Frozen II,2019,6.8,"$150,000,000 (estimated)","$1,453,683,476"
9262,7909970,Unbelievable,2019,8.4,,
9263,10199590,Les Misérables,2019,7.6,"$330,181","$54,465,930"
9264,1560220,Zombieland: Double Tap,2019,6.7,"$42,000,000 (estimated)","$122,810,399"
9265,10767426,Text,2019,6.6,"$42,000,000 (estimated)","$122,810,399"
9266,8510350,Satanic Panic,2019,5.6,,
9267,2527338,Star Wars: Episode IX - The Rise of Skywalker,2019,6.5,"$275,000,000 (estimated)","$1,077,022,372"
9268,8079248,Yesterday,2019,6.8,"$26,000,000 (estimated)","$154,608,856"
9269,7942742,Her Smell,2018,6.0,"$255,599","$260,481"
9270,5697572,Cats,2019,2.8,"$95,000,000 (estimated)","$75,558,925"
9271,1206885,Rambo: Last Blood,2019,6.1,"$50,000,000 (estimated)","$91,490,353"
9272,7343762,Good Boys,,6.7,"$20,000,000 (estimated)","$111,173,598"
9273,8385474,A Dog's Journey,2019,7.4,"$16,000,000 (estimated)","$78,871,079"
9274,6062774,Monos,2019,6.9,"$1,800,000 (estimated)","$1,929,915"
9275,3281548,Little Women,2019,7.8,"$40,000,000 (estimated)","$218,843,645"
9276,6141246,The Aeronauts,2019,6.6,"$40,000,000 (estimated)","$218,843,645"
9277,5727208,Uncut Gems,2019,7.4,"$19,000,000 (estimated)","$50,023,780"
9278,8359816,Sorry We Missed You,2019,7.6,"$28,273","$8,943,790"
9279,3864056,The Goldfinch,2019,6.4,"$45,000,000 (estimated)","$9,932,621"
9280,8404614,The Two Popes,2019,7.6,"$45,000,000 (estimated)","$9,932,621"
9281,8579674,1917,2019,8.2,"$95,000,000 (estimated)","$384,577,421"
9282,4916630,Just Mercy,2019,7.6,"$25,000,000 (estimated)","$50,901,502"
9283,9204204,Little Joe,2019,5.8,"$23,862","$208,821"
9284,7488288,Anya,2019,4.1,,
9285,9617456,For Sama,2019,8.5,"$43,796","$1,397,546"
9286,2404465,Troop Zero,2019,6.9,,
9287,4477292,Cosmos,2019,6.0,,
9288,8669356,Joan of Arc,2019,5.9,"€1,500,000 (estimated)","$195,699"
9289,6918220,The Shiny Shrimps,2019,6.5,"€1,500,000 (estimated)","$195,699"
9290,9632590,An Easy Girl,2019,5.6,"€1,500,000 (estimated)","$195,699"
9291,4687108,In the Tall Grass,2019,5.4,,
9292,9243946,El Camino: A Breaking Bad Movie,2019,7.3,,
9293,9426210,Weathering with You,2019,7.5,"$11,100,000 (estimated)","$192,856,922"
9294,7975244,Jumanji: The Next Level,2019,6.7,"$125,000,000 (estimated)","$801,693,929"
9295,10244726,Bruno Aleixo's Film,2019,6.7,"$125,000,000 (estimated)","$801,693,929"
9296,8041276,Paddleton,2019,7.1,,
9297,1780967,Seberg,2019,5.9,"$434,702","$655,178"
9298,8855960,Straight Up,2019,6.9,"$16,080","$16,080"
9299,8707922,Can You Keep a Secret?,2019,5.3,"$16,080","$16,080"
9300,9806192,I Lost My Body,2019,7.5,"$16,080","$16,080"
9301,8228288,The Platform,2019,7.0,"$16,080","$16,080"
9302,3038708,Iron Sky: The Coming Race,2019,5.0,"$8,000,000 (estimated)","$400,900"
9303,8655470,The Specials,2019,7.4,"$8,000,000 (estimated)","$400,900"
9304,5073642,Color Out of Space,2019,6.2,"$6,000,000 (estimated)","$1,023,510"
9305,4180560,Otherhood,2019,6.1,,
9306,6436726,7500,2019,6.3,,
9307,9419834,Secret Obsession,2019,4.5,,
9308,10308528,Helen,2020,8.2,,
9309,5814534,Spies in Disguise,2019,6.8,"$100,000,000 (estimated)","$171,616,764"
9310,8108206,Saand Ki Aankh,2019,7.6,"$100,000,000 (estimated)","$171,616,764"
9311,6348138,Missing Link,2019,6.7,"$100,000,000 (estimated)","$26,565,710"
9312,1618434,Murder Mystery,2019,6.0,,
9313,8425034,Bit,2019,4.7,,
9314,8659948,Love Live! Sunshine!! The School Idol Movie: Over The Rainbow,2019,6.6,"$34,135","$7,733,048"
9315,6065988,Bombshells and Dollies,2020,7.7,,
9316,8695030,The Dead Don't Die,2019,5.4,"$6,563,605","$15,325,468"
9317,8236336,The Report,2019,7.2,"$6,563,605","$15,325,468"
9318,9412268,Furie,2019,6.3,"$1,000,000 (estimated)","$5,756,185"
9319,2066051,Rocketman,2019,7.3,"$40,000,000 (estimated)","$195,320,400"
9320,5691670,Under the Silver Lake,2018,6.5,"$8,500,000 (estimated)","$2,053,469"
9321,6803046,The Vast of Night,2019,6.7,,
9322,2139881,Long Shot,2019,6.8,"$40,000,000 (estimated)","$53,873,809"
9323,6902676,Guns Akimbo,2019,6.3,"$15,000,000 (estimated)","$1,034,769"
9324,0783640,The Last Full Measure,2019,6.8,"$20,000,000 (estimated)","$3,364,426"
9325,8206668,Bad Education,2019,7.1,,
9326,8368406,Vivarium,2019,5.9,"$4,000,000 (estimated)","$487,625"
9327,8856090,Before You Know It,2019,5.2,"$151,507","$151,507"
9328,7902124,The Ground Beneath My Feet,2019,6.5,"$29,251","$29,251"
