,title,id,year,rating,imdbid
3354,Cinderella,1584,1997,3,128996
3355,Spice World,1406,1997,3,120185
3356,Actrius,1794,1997,3,115462
3357,Taste of Cherry,1810,1997,0,120265
3358,Fierce Creatures,1816,1997,1,119115
3359,"Castle, The",1830,1997,3,118826
3360,Clockwatchers,1900,1997,3,118866
3361,Cats Don&#39;t Dance,1947,1997,3,118829
3362,Eve&#39;s Bayou,2101,1997,3,119080
3363,Jackie Brown,2176,1997,3,119396
3364,L.A. Confidential,2236,1997,1,119488
3365,Boogie Nights,2347,1997,3,118749
3366,Volcano,2395,1997,3,120461
3367,Chasing Amy,2423,1997,3,118842
3368,Paradise Road,2494,1997,3,119859
3369,"Well, The",2666,1997,3,120493
3370,Vegas Vacation,3148,1997,3,120434
3371,Selena,3195,1997,3,120094
3372,A Simple Wish,3223,1997,3,120133
3373,Chun gwong cha sit (Happy Together),3232,1997,0,118845
3374,Turbo: A Power Rangers Movie,3371,1997,3,120389
3375,Spawn,3373,1997,3,120177
3376,Kiss the Girls,3882,1997,2,119468
3377,Orgazmo,3917,1997,1,124819
3378,Snow White: A Tale of Terror,3928,1997,3,119227
3379,Mortal Kombat: Annihilation,4064,1997,3,119707
3380,Lost Highway,4154,1997,1,116922
3381,Smilla&#39;s Sense of Snow,4164,1997,3,120152
3382,My Life in Pink ( Ma Vie En Rose ),4216,1997,3,119590
3383,Fever Pitch,4333,1997,3,119114
3384,George of the Jungle,4360,1997,3,119190
3385,Ayneh,4380,1997,3,117056
3386,Ayneh,4381,1997,3,117056
3387,"Peacemaker, The",4383,1997,3,119874
3388,In the Company of Men,4496,1997,1,119361
3389,Mrs Dalloway,4527,1997,3,119723
3390,"Wrong Guy, The",4635,1997,1,120536
3391,Scream 2,4643,1997,3,120082
3392,I Know What You Did Last Summer,4657,1997,3,119345
3393,I Think I Do,4932,1997,3,125209
3394,La principessa e il povero,4987,1997,3,178844
3395,Le Acrobate,5058,1997,3,118550
3396,"Lost World: Jurassic Park, The",5074,1997,3,119567
3397,Neon Genesis Evangelion: The End of Evangelion,5108,1997,3,169858
3398,Free Willy 3: The Rescue,5136,1997,1,119152
3399,Knockin&#39; on Heaven&#39;s Door,5143,1997,1,119472
3400,Picture Perfect,5172,1997,3,119896
3401,Face/Off,5329,1997,1,119094
3402,Soul Food,5820,1997,3,120169
3403,"Night Flier, The",5865,1997,3,119784
3404,Tower of Terror,6071,1997,3,131620
3405,Clover,6204,1997,3,124317
3406,"Odyssey, The",6241,1997,2,118414
3407,Hardboiled Egg,6249,1997,2,122648
3408,Open Your Eyes,6691,1997,1,125659
3409,"House of Yes, The",6736,1997,3,119324
3410,"Sticky Fingers of Time, The",6749,1997,3,127302
3411,Fireworks,6800,1997,1,119250
3412,"Full Monty, The",6805,1997,2,119164
3413,Cure,7174,1997,1,123948
3414,Pooh&#39;s Grand Adventure: The Search for Christopher Robin,7371,1997,0,119918
3415,A Life Less Ordinary,7534,1997,2,119535
3416,Donnie Brasco,7627,1997,1,119008
3417,Seven Years in Tibet,7660,1997,1,120102
3418,An American Werewolf in Paris,7675,1997,1,118604
3419,Carne tr&eacute;mula [Live Flesh],7710,1997,2,118819
3420,Csinibaba,8564,1997,1,118906
3421,Gummo,8800,1997,3,119237
3422,Cop Land,9151,1997,0,118887
3423,Lolita,9220,1997,3,119558
3424,Anaconda,9275,1997,2,118615
3425,Mrs. Brown,9280,1997,3,119280
3426,Tomorrow Never Dies,9336,1997,1,120347
3427,Home Alone 3,9407,1997,3,119303
3428,Retroactive,9989,1997,2,117468
3429,In &amp; Out,10197,1997,2,119360
3430,Steel,10238,1997,2,120207
3431,Children of Heaven,10507,1997,3,118849
3432,"Borrowers, The",10686,1997,3,118755
3433,"Advocate&#39;s Devil, The",10727,1997,2,126774
3434,"Killing Secret, The",10731,1997,3,120089
3435,"Negotiator, The",35,1998,1,120768
3436,Blade,42,1998,1,120611
3437,Deep Impact,95,1998,3,120647
3438,Future Sport,127,1998,1,158409
3439,Mulan,157,1998,3,120762
3440,"Truman Show, The",165,1998,1,120382
3441,Ever After,216,1998,3,120631
3442,"Thin Red Line, The",272,1998,1,120863
3443,Strike!,300,1998,3,120692
3444,"Opposite of Sex, The",365,1998,3,120777
3445,Wand&acirc;furu raifu,368,1998,3,165078
3446,Rushmore,404,1998,3,128445
3447,Sphere,446,1998,1,120184
3448,Apt Pupil,460,1998,1,118636
3449,"Big Lebowski, The",505,1998,1,118715
3450,Fear and Loathing in Las Vegas,506,1998,1,120669
3451,Velvet Goldmine,516,1998,2,120879
3452,"Faculty, The",532,1998,3,133751
3453,"Wedding Singer, The",554,1998,3,120888
3454,Little Voice,592,1998,3,147004
3455,Gia,772,1998,3,123865
3456,Armageddon,775,1998,1,120591
3457,You&#39;ve Got Mail,783,1998,3,128853
3458,High Art,789,1998,3,139362
3459,Phantoms,805,1998,3,119891
3460,Hideous Kinky,937,1998,3,136244
3461,"Red Violin, The",942,1998,3,120802
3462,Happiness,973,1998,3,147612
3463,Show Me Love,975,1998,3,150662
3464,54,1040,1998,1,120577
3465,Star Trek: Insurrection,1056,1998,3,120844
3466,"Mask of Zorro, The",1058,1998,1,120746
3467,Six Days Seven Nights,1069,1998,1,120828
3468,"Secret of NIMH 2: Timmy to the Rescue, The",1511,1998,1,171725
3469,"Dreamlife of Angels, The",1294,1998,3,120449
3470,Practical Magic,1219,1998,3,120791
3471,Pleasantville,1109,1998,3,120789
3472,"Man in the Iron Mask, The",1154,1998,1,120744
3473,Saving Private Ryan,1090,1998,0,120815
3474,"Parent Trap, The",1094,1998,3,120783
3475,Stepmom,1553,1998,3,120686
3476,Rush Hour,1392,1998,1,120812
3477,Rounders,1399,1998,1,128442
3478,Pi,1403,1998,2,138704
3479,"Prince of Egypt, The",1079,1998,3,120794
3480,"Lock, Stock and Two Smoking Barrels",1668,1998,1,120735
3481,Your Friends and Neighbors,1838,1998,3,119517
3482,Dark City,1855,1998,1,118929
3483,Shakespeare in Love,1926,1998,3,138097
3484,Quest for Camelot,1942,1998,3,120800
3485,Perfect Blue,1948,1998,3,156887
3486,"X Files, The",2058,1998,3,120902
3487,Love &amp; Pop,2076,1998,3,168972
3488,Elizabeth,2138,1998,3,127536
3489,Buffalo &#39;66,2139,1998,1,118789
3490,Run Lola Run,2191,1998,3,130827
3491,A Bug&#39;s Life,2198,1998,3,120623
3492,Godzilla,2238,1998,3,120685
3493,Out of Sight,2247,1998,2,120780
3494,Get Real,2440,1998,2,162973
3495,Primary Colors,2475,1998,3,119942
3496,"Idiots, The",2526,1998,3,154421
3497,American History X,2548,1998,2,120586
3498,Dancing at Lughnasa,2641,1998,3,120643
3499,Slums of Beverly Hills,2681,1998,3,120831
3500,Festen (The Celebration),2868,1998,3,154420
3501,Small Soldiers,2896,1998,1,122718
3502,Dark Harbor,2912,1998,1,129023
3503,SLC Punk!,3393,1998,1,133189
3504,Safe Men,3035,1998,0,120813
3505,Scooby-Doo on Zombie Island,3447,1998,3,166792
3506,Smoke Signals,3509,1998,3,120321
3507,"Storm Riders, The",3552,1998,1,165499
3508,"Lion King 2: Simba&#39;s Pride, The",3687,1998,3,120131
3509,Mercury Rising,3791,1998,1,120749
3510,BASEketball,3919,1998,1,131857
3511,Disturbing Behavior,4160,1998,1,134619
3512,Vampires (John Carpenter&#39;s),4215,1998,0,120877
3513,Sliding Doors,4250,1998,3,120148
3514,"Last Days of Disco, The",4357,1998,3,120728
3515,Beloved,4400,1998,3,120603
3516,Species II,4423,1998,3,120841
3517,Central Station,4437,1998,3,140888
3518,Glasblasarns barn,4534,1998,3,119204
3519,Hope Floats,4547,1998,3,119313
3520,"Proposition, The",4611,1998,2,120108
3521,Bride of Chucky,4638,1998,1,144120
3522,Urban Legend,4649,1998,3,146336
3523,Ring (Ringu),4675,1998,3,178868
3524,Halloween H20: 20 Years Later,4709,1998,3,120694
3525,Wild Things,4752,1998,3,120890
3526,"Black Cat, White Cat",4787,1998,3,118843
3527,"Avengers, The",4817,1998,3,118661
3528,Yeogo goedam,4850,1998,3,241073
3529,Enemy of the State,4955,1998,1,120660
3530,Lost in Space,5060,1998,3,120738
3531,There&#39;s Something About Mary,5183,1998,3,129387
3532,Trance (The Eternal),5211,1998,3,158011
3533,Rasen,5226,1998,1,134928
3534,"Dinner Game, The",5242,1998,1,119038
3535,Moby Dick,5286,1998,0,120756
3536,City of Angels,5369,1998,3,120632
3537,Hurlyburly,5494,1998,1,119336
3538,Following,5715,1998,0,154506
3539,Patch Adams,5744,1998,3,129290
3540,"Rugrats Movie, The",5794,1998,3,134067
3541,I Still Know What You Did Last Summer,5844,1998,3,130018
3542,Kuch Kuch Hota Hai,5885,1998,3,172684
3543,Vildspor,6160,1998,1,142964
3544,Pecker,6184,1998,3,126604
3545,Ronin,6339,1998,1,122690
3546,Batman &amp; Mr. Freeze: SubZero,6353,1998,2,143127
3547,Lick the Star,6531,1998,3,197626
3548,"Waterboy, The",6591,1998,2,120484
3549,Tomorrow Night,6679,1998,2,140627
3550,Last Night,6718,1998,1,156729
3551,Snake Eyes,6814,1998,1,120832
3552,Tango,6832,1998,1,120274
3553,Barrio,7168,1998,3,146468
3554,Celebrity,7298,1998,3,120533
3555,2 seconds,7384,1998,3,158446
3556,Great Expectations,7635,1998,1,119223
3557,Meet Joe Black,7646,1998,1,119643
3558,My Name Is Joe,7664,1998,3,151691
3559,Thursday,7687,1998,1,124901
3560,Lethal Weapon 4,7893,1998,1,122151
3561,Madeline,8016,1998,3,123987
3562,A Perfect Murder,8041,1998,3,120787
3563,Antz,8088,1998,3,120587
3564,Can&#39;t Hardly Wait,8405,1998,1,127723
3565,Kirikou and the Sorceress,8438,1998,2,181627
3566,What Dreams May Come,8527,1998,1,120889
3567,Zimmer Feri,8565,1998,2,134230
3568,Halloweentown,8682,1998,3,173886
3569,Thats 70s Show,8933,1998,2,165598
3570,L&#39;ennui,9332,1998,1,168740
3571,Dangerous Beauty,9488,1998,3,118892
3572,Pocahontas 2: Journey to a New World,9657,1998,3,143808
3573,Next Stop Wonderland,9874,1998,3,119778
3574,Montana,10058,1998,0,119699
3575,Return to Paradise,10173,1998,2,124595
3576,Hard Rain,10264,1998,2,120696
3577,FernGully 2: The Magical Rescue,10486,1998,3,129924
3578,Austin Powers: The Spy Who Shagged Me,6,1999,1,145660
3579,Three to Tango,82,1999,1,144640
3580,Office Space,31,1999,1,151804
3581,"Matrix, The",36,1999,3,133093
3582,American Beauty,71,1999,3,169547
3583,Toy Story 2,88,1999,1,120363
3584,Sleepy Hollow,124,1999,3,162661
3585,8MM,146,1999,1,134273
3586,Blue Streak,170,1999,1,181316
3587,Fight Club,210,1999,1,137523
3588,Ghost Dog: The Way of the Samurai,223,1999,1,165798
3589,But I&#39;m a Cheerleader,244,1999,3,179116
3590,"Girl, Interrupted",268,1999,3,172493
3591,Boys Don&#39;t Cry,282,1999,2,171804
3592,Jawbreaker,356,1999,3,155776
3593,Todo sobre mi madre (All About My Mother),367,1999,3,185125
3594,10 Things I Hate About You,374,1999,3,147800
3595,Star Wars: Episode I - The Phantom Menace,672,1999,3,120915
3596,"Sixth Sense, The",742,1999,3,167404
3597,Sonnenallee,790,1999,1,177242
3598,Flawless,817,1999,1,155711
3599,"Boondock Saints, The",826,1999,0,144117
3600,Dogma,827,1999,3,120655
3601,Eyes Wide Shut,839,1999,3,120663
3602,"Other Sister, The",840,1999,3,123209
3603,Go!,858,1999,3,139239
3604,Election,867,1999,3,126886
3605,"Iron Giant, The",884,1999,0,129167
3606,Being John Malkovich,917,1999,3,120601
3607,Galaxy Quest,1053,1999,1,177789
3608,Wives and Daughters,1564,1999,3,215364
3609,Kikujiro,1547,1999,0,199683
3610,Tarzan,1209,1999,2,120855
3611,Wild Wild West,1134,1999,2,120891
3612,A Midsummer Night&#39;s Dream,1135,1999,2,140379
3613,Anna and the King,1091,1999,3,166485
3614,Pocket Monsters: Mewtwo Strikes Back!,1588,1999,1,190641
3615,Why Not Me?,1475,1999,3,162556
3616,Stuart Little,1086,1999,1,164912
3617,Better Than Chocolate,1623,1999,3,168987
3618,Drop Dead Gorgeous,1844,1999,3,157503
3619,Not One Less (Yi ge dou bu neng shao),2030,1999,3,209189
3620,Anywhere But Here,2133,1999,3,149691
3621,Memento Mori,2197,1999,3,266075
3622,South Park: Bigger Longer &amp; Uncut,2309,1999,3,158983
3623,American Pie,2311,1999,2,163651
3624,"Big Kahuna, The",2318,1999,0,189584
3625,Magnolia,2346,1999,3,175880
3626,Titus,2354,1999,3,120866
3627,Cruel Intentions,2617,1999,3,139134
3628,6ixtynin9,2725,1999,3,235154
3629,Black and White,2731,1999,3,165643
3630,New Waterford Girl,2793,1999,3,213121
3631,Inferno,2828,1999,2,139151
3632,Holy Smoke,2850,1999,3,144715
3633,"Mummy, The",2897,1999,1,120616
3634,Things You Can Tell Just by Looking at Her,2934,1999,3,210358
3635,Virus,2970,1999,3,120458
3636,"Blair Witch Project, The",2982,1999,3,185937
3637,"13th Warrior, The",3030,1999,1,120657
3638,Analyze This,3102,1999,1,122933
3639,Never Been Kissed,3269,1999,3,151738
3640,Notting Hill,3495,1999,3,125439
3641,Payback,3570,1999,1,120784
3642,Carrie 2: The Rage,3640,1999,3,144814
3643,"Green Mile, The",3714,1999,1,120689
3644,Double Platinum,3728,1999,3,177721
3645,"Cider House Rules, The",3751,1999,3,124315
3646,Splendor,3765,1999,3,127296
3647,For Love of the Game,3922,1999,2,126916
3648,Redball,4107,1999,3,163178
3649,Shojo kakumei Utena: Adolescence mokushiroku,4116,1999,3,243558
3650,"Talented Mr. Ripley, The",4221,1999,3,134119
3651,Mystery Men,4230,1999,1,132347
3652,Topsy-Turvy,4267,1999,3,151568
3653,"Magical Legend of the Leprechauns, The",4413,1999,3,205214
3654,Ring 2 (Ringu 2),4679,1999,3,218553
3655,"4th Floor, The",4799,1999,3,167752
3656,Ravenous,4804,1999,1,129332
3657,Wing Commander,4824,1999,2,131646
3658,Muppets From Space,4865,1999,3,158811
3659,"Haunting, The",4926,1999,3,171363
3660,Teaching Mrs. Tingle,4971,1999,3,133046
3661,Gigantics,5163,1999,1,177507
3662,Dick,5195,1999,3,144168
3663,eXistenZ,5246,1999,1,120907
3664,Annie,5304,1999,3,207972
3665,Man on the Moon,5305,1999,1,125664
3666,Blast from the Past,5342,1999,3,124298
3667,She&#39;s All That,5382,1999,3,160862
3668,"Straight Story, The",5472,1999,3,166896
3669,Brokedown Palace,5528,1999,3,120620
3670,EdTV,5545,1999,1,131369
3671,"Virgin Suicides, The",5716,1999,3,159097
3672,Mansfield Park,5775,1999,3,178737
3673,A Walk on the Moon,5799,1999,3,120613
3674,Storm of the Century,5803,1999,3,135659
3675,Trick,5873,1999,3,162710
3676,Beau travail,5880,1999,3,209933
3677,Tomie,6099,1999,3,240119
3678,Tomie: Anaza Feisu,6104,1999,2,284565
3679,Bowfinger,6116,1999,3,131325
3680,Tea with Mussolini,6162,1999,3,120857
3681,Juha,6238,1999,0,158692
3682,Human Traffic,6360,1999,3,188674
3683,Audition,6522,1999,1,235198
3684,"Hurricane, The",6540,1999,2,174856
3685,Terror Firmer,6561,1999,3,169299
3686,Introducing Dorothy Dandridge,6629,1999,3,172348
3687,"Ninth Gate, The",6650,1999,1,142688
3688,200 Cigarettes,6798,1999,3,137338
3689,Aimee &amp; Jaguar,6806,1999,3,130444
3690,Sweet and Lowdown,6888,1999,1,158371
3691,Ring,6930,1999,3,289424
3692,Aristocrats,6933,1999,3,204082
3693,Asterix and Obelix vs. Caesar,6936,1999,1,133385
3694,"World is Not Enough, The",7130,1999,2,143145
3695,Family guy,7265,1999,3,182576
3696,Fantasia 2000,7380,1999,1,120910
3697,Los sin nombre,7407,1999,3,222368
3698,Bicentennial Man,7620,1999,3,182789
3699,Message in a Bottle,7647,1999,1,139462
3700,Screwed in Tallinn,7674,1999,3,311926
3701,Deuce Bigalow: Male Gigolo,7740,1999,3,205000
3702,"Thomas Crown Affair, The",7990,1999,1,155267
3703,East Is East,8114,1999,3,166175
3704,"Deep End of the Ocean, The",8787,1999,2,120646
3705,Beautiful People,8898,1999,1,159272
3706,Stigmata,8826,1999,3,145531
3707,Lake Placid,8981,1999,3,139414
3708,Smart House,9001,1999,3,192618
3709,"Thirteenth Year, The",9223,1999,2,200208
3710,Double Jeopardy,9239,1999,3,150377
3711,Music of the Heart,9243,1999,3,166943
3712,Outer Space,9262,1999,0,219964
3713,Vendetta,9292,1999,1,162735
3714,Operation Delta Force 4: Deep Fault,9534,1999,0,194800
3715,Deep Blue Sea,9541,1999,1,149261
3716,Bridge of Dragons,9773,1999,1,194722
3717,October Sky,10022,1999,1,132477
3718,Runaway Bride,10142,1999,1,163187
3719,Scooby-Doo! and The Witch&#146;s Ghost,10331,1999,3,196931
3720,Digimon Adventure,10706,1999,0,2049430
3721,Red Planet,15,2000,0,199753
3722,Memento,52,2000,1,209144
3723,American Psycho,64,2000,3,144084
3724,Hollow Man,78,2000,3,164052
3725,Mission to Mars,90,2000,1,183523
3726,X-Men,101,2000,1,120903
3727,Vertical Limit,112,2000,1,190865
3728,Shanghai Noon,122,2000,1,184894
3729,"Dude, Where&#39;s My Car",130,2000,2,242423
3730,"Whole Nine Yards, The",131,2000,3,190138
3731,"Emperor&#39;s New Groove, The",152,2000,3,120917
3732,Ordinary Decent Criminal,153,2000,1,160611
3733,What&#39;s Cooking?,249,2000,3,197096
3734,Pitch Black,319,2000,3,134847
3735,Bread and Roses,348,2000,3,212826
3736,Dancing at the Blue Iguana,430,2000,3,217355
3737,Erin Brockovich,452,2000,3,195685
3738,Ginger Snaps,538,2000,3,210070
3739,Tully,605,2000,0,212604
3740,Boiler Room,625,2000,1,181984
3741,Miss Congeniality,655,2000,3,212346
3742,Chicken Run,687,2000,3,120630
3743,Bring It On,765,2000,3,204946
3744,Chocolat,854,2000,3,241303
3745,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",855,2000,3,190332
3746,Is It Fall Yet,875,2000,3,250440
3747,Almost Famous,877,2000,3,181875
3748,Where the Heart Is,882,2000,3,198021
3749,Best in Show,928,2000,3,218839
3750,28 Days,954,2000,3,191754
3751,High Fidelity,1006,2000,2,146882
3752,Titan A.E.,1029,2000,3,120913
3753,"Road to El Dorado, The",1064,2000,0,138749
3754,What Lies Beneath,1071,2000,3,161081
3755,Return to Me,1190,2000,3,122459
3756,Remember the Titans,1598,2000,3,210945
3757,J.S.A.: Joint Security Area,1556,2000,2,260991
3758,Pokemon: The Movie 2000,1589,2000,3,257001
3759,Snatch.,1414,2000,0,208092
3760,An Extremely Goofy Movie,1593,2000,1,208185
3761,Girlfight,1575,2000,3,210075
3762,Sexy Beast,1521,2000,2,203119
3763,Center Stage,1192,2000,3,210616
3764,Dragonheart: A New Beginning,1206,2000,0,214641
3765,Battle Royale,1277,2000,3,266308
3766,Unbreakable,1114,2000,0,217869
3767,Charlie&#39;s Angels,1155,2000,3,160127
3768,Gladiator,1163,2000,0,172495
3769,Coyote Ugly,1093,2000,3,200550
3770,What Women Want,1083,2000,1,207201
3771,If These Walls Could Talk 2,1664,2000,3,206036
3772,Dancer in the Dark,1843,2000,3,168629
3773,Songcatcher,1897,2000,3,210299
3774,Greenfingers,1901,2000,3,203540
3775,Kao (Face),1921,2000,3,256127
3776,Requiem for a Dream,2050,2000,3,180093
3777,Beautiful Creatures,2137,2000,3,221889
3778,"Circle, The",2234,2000,3,255094
3779,Kevin &amp; Perry Go Large,2295,2000,3,205177
3780,Mr. Accident,2299,2000,3,156807
3781,Urbania,2393,2000,1,182508
3782,"Man Who Cried, The",2414,2000,3,206917
3783,Meet the Parents,2562,2000,2,212338
3784,Joseph: King of Dreams,2563,2000,3,264734
3785,Love &amp; Basketball,2646,2000,3,199725
3786,Together,2723,2000,3,203166
3787,Gone in Sixty Seconds,2917,2000,1,187078
